Path,object description,defect description
toothbrush/defective/021.png,In the image is a toothbrush head with white bristles on a black background.,"The upper left part has a defect of a damaged or missing toothbrush head, irregularly shaped as a strip, in yellow color. The upper left part has a defect of a damaged or missing toothbrush head, shaped as a circle, exposing the background color."
toothbrush/defective/022.png,In the image is a toothbrush head with white bristles on a black background.,"The upper half has a defect of disordered bristles, irregularly shaped and outwardly extending, in white-yellow color."
toothbrush/defective/023.png,In the image is a toothbrush head with white bristles on a black background.,"The upper half has a defect of disordered bristles, irregularly shaped and outwardly extending, in white-yellow color. The left side has a defect of disordered bristles, irregularly shaped and outwardly extending, in white-yellow color."
toothbrush/defective/024.png,In the image is a toothbrush head with white bristles on a black background.,"The left side has a defect of disordered bristles, irregularly shaped and outwardly extending, in yellow color. The lower left part has a defect of disordered bristles, irregularly shaped and outwardly extending, in white-yellow color. The lower right part has a defect of disordered bristles, irregularly shaped and outwardly extending, in yellow color. The lower right part has a defect of a damaged or missing toothbrush head, shaped as a circle, exposing the background color. The upper half has a defect of a damaged or missing toothbrush head, shaped as a circle, exposing the background color. The upper right part has a defect of a damaged or missing toothbrush head, irregularly shaped, exposing the background color. The upper left part has a defect of a foreign object, irregularly shaped, in white color."
toothbrush/defective/025.png,In the image is a toothbrush head with white bristles on a black background.,"The lower half has a defect of disordered bristles, irregularly shaped and outwardly extending, in white-yellow color."
toothbrush/defective/026.png,In the image is a toothbrush head with white bristles on a black background.,"The lower left part has a defect of disordered bristles, irregularly shaped and outwardly extending, in white color, with a quantity of 2. The left side has a defect of disordered bristles, irregularly shaped and outwardly extending, in white-yellow color."
toothbrush/defective/027.png,In the image is a toothbrush head with white bristles on a black background.,"The lower left part has a defect of disordered bristles, irregularly shaped and outwardly extending, in white color. The lower right part has a defect of disordered bristles, irregularly shaped and outwardly extending, in white color, with a quantity of 2. The lower right part has a defect of a damaged or missing toothbrush head, irregularly shaped, exposing the background color, with a quantity of 2."
toothbrush/defective/028.png,In the image is a toothbrush head with white bristles on a black background.,"The upper half has a defect of disordered bristles, irregularly shaped and outwardly extending, in white-yellow color. The upper right part has a defect of disordered bristles, irregularly shaped and outwardly extending, in yellow color. The upper right part has a defect of a damaged or missing toothbrush head, irregularly shaped, exposing the background color, with a quantity of 2. The right side has a defect of disordered bristles, irregularly shaped and outwardly extending, in white-yellow color. The lower right part has a defect of disordered bristles, irregularly shaped and outwardly extending, in white color. The lower right part has a defect of foreign objects, shaped as strips, in white color."
toothbrush/defective/029.png,In the image is a toothbrush head with white bristles on a black background.,"The upper half has a defect of disordered bristles, irregularly shaped and outwardly extending, in white-yellow color. The lower left part has a defect of disordered bristles, irregularly shaped and outwardly extending, in white color."
wood/color/04049_00653_000.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a defect of discoloration, irregularly shaped, in red color. The upper right part has a defect of discoloration, irregularly shaped, in red color. The lower left part has a defect of discoloration, irregularly shaped, in red color, with a quantity of 6."
wood/color/04050_00654_001.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a defect of discoloration, irregularly shaped, in blue color. The upper right part has a defect of discoloration, irregularly shaped, in blue color."
wood/color/04051_00655_002.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The left side has a defect of discoloration, irregularly shaped, in blue color."
wood/color/04052_00656_003.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a defect of discoloration, shaped as stripes, in black color. The upper left part has a defect of discoloration, irregularly shaped, in black color. The upper right part has a defect of discoloration, irregularly shaped, in black color. The lower right part has a defect of discoloration, shaped as stripes, in black color. The lower left part has a defect of discoloration, shaped as stripes, in black color."
wood/color/04053_00657_004.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower right part has a defect of discoloration, irregularly shaped, in red color. The left side has a defect of discoloration, irregularly shaped, in red color."
wood/color/04054_00658_005.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a defect of discoloration, shaped as long bars, in blue color. The lower half has a defect of discoloration, shaped as long bars, in blue color. The right side has a defect of discoloration, shaped as long bars, in blue color."
wood/color/04055_00659_006.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a defect of discoloration, irregularly shaped, in red color. The lower right part has a defect of discoloration, irregularly shaped, in red color."
wood/color/04056_00660_007.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower right part has a defect of discoloration, irregularly shaped, in red color. The upper left part has a defect of discoloration, irregularly shaped, in red color."
wood/combined/04057_00661_000.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a defect composed of wood chips formed by scratches, irregularly shaped, in yellow color. The middle part has a defect composed of wood chips formed by scratches, irregularly shaped, in yellow color. The upper right part has a defect of cracks, irregularly shaped as stripes, in black color. The lower right part has a defect of cracks, irregularly shaped as stripes, in black color."
wood/combined/04058_00662_001.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a defect of holes, irregularly shaped as circles, in black color. The lower right part has a defect of holes, irregularly shaped as circles, in black color."
wood/combined/04059_00663_002.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a defect of holes, irregularly shaped as circles, in black color. The lower half has a defect of holes, irregularly shaped as circles, in black color. The upper right part has a defect of holes, irregularly shaped as circles, in black color."
wood/combined/04060_00664_003.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The left side has a defect of a scratch, shaped as a stripe, in yellow color."
wood/combined/04061_00665_004.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a defect of cracks, irregularly shaped as rings, in black-brown color. The middle part has a defect of cracks, irregularly shaped as rings, in black-brown color."
wood/combined/04062_00666_005.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a defect of cracks, irregularly shaped as rings, in black-brown color. The upper half has a defect of discoloration, irregularly shaped, in red color. The left side has a defect of discoloration, shaped as long bars, in red color. The lower left part has a defect of discoloration, irregularly shaped, in red color. The lower right part has a defect of discoloration, shaped as long bars, in red color. The upper right part has a defect of discoloration, shaped as dots, in red color, with a quantity of 8."
wood/combined/04063_00667_006.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower left part has a defect of cracks, irregularly shaped as rings, in black-brown color. The middle part has a defect of cracks, irregularly shaped as rings, in black-brown color. The lower right part has a defect of cracks, irregularly shaped as rings, in black color. The right side has a defect of cracks, irregularly shaped as rings, in black-brown color. The upper right part has a defect of cracks, irregularly shaped as rings, in black-brown color."
wood/combined/04064_00668_007.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper half has a defect of cracks, irregularly shaped as rings, in black color. The lower left part has a defect of discoloration, irregularly shaped, in red color. The lower right part has a defect of discoloration, irregularly shaped, in red color."
wood/combined/04065_00669_008.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a defect of cracks, irregularly shaped as rings, in black-brown color. The upper right part has a defect of scratches, shaped as long bars, in yellow color. The lower left part has a defect of scratches, irregularly shaped, in yellow color. The lower right part has a defect of scratches, shaped as stripes, in yellow color. The right side has a defect of scratches, shaped as long bars, in yellow color."
wood/combined/04066_00670_009.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower right part has a defect of holes, irregularly shaped as circles, in black color. The lower half has a defect of holes, irregularly shaped as circles, in black color. The lower left part has a defect of cracks, irregularly shaped as rings, in black color, with a quantity of 3."
wood/combined/04067_00671_010.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower half has a defect of cracks, shaped as long bars, in black color. The upper left part has a defect of discoloration, irregularly shaped, in red color. The right side has a defect of discoloration, irregularly shaped, in red color. The lower half has a defect of discoloration, irregularly shaped, in red color."
wood/hole/04068_00691_000.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower right part has a discoloration defect, dot-shaped, in orange color. The lower right part has a hole defect, irregularly circular in shape, in black color. The upper left part has a hole defect, irregularly circular in shape, in black color. The upper left part has a scratch defect, stripe-shaped, in yellow color, with a quantity of 6."
wood/hole/04069_00692_001.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower right part has a hole defect, irregularly circular in shape, in black color. The upper left part has a hole defect, irregularly circular in shape, in black color. The upper right part has a hole defect, irregularly circular in shape, in black color."
wood/hole/04070_00693_002.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a hole defect, irregularly circular in shape, in black color. The upper right part has a hole defect, irregularly circular in shape, in black color. The right side has a hole defect, irregularly circular in shape, in black color. The lower left part has a hole defect, irregularly circular in shape, in black color."
wood/hole/04071_00694_003.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a hole defect, irregularly circular in shape, in black color. The lower right part has a hole defect, irregularly circular in shape, in black color. The lower left part has a hole defect, irregularly circular in shape, in black color."
wood/hole/04072_00695_004.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a hole defect, irregularly circular in shape, in black color. The lower left part has a hole defect, irregularly circular in shape, in black color. The middle part has a crack-shaped scratch defect, long-bar-shaped, in black color."
wood/hole/04073_00696_005.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The left side has a crack-shaped scratch defect, long-bar-shaped, in black color. The lower left part has a scratch defect, irregularly shaped, in yellow color."
wood/hole/04074_00697_006.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower left part has a hole defect, irregularly circular in shape, in black color. The upper left part has a hole defect, irregularly circular in shape, in black color. The right side has a hole defect, irregularly circular in shape, in black color."
wood/hole/04075_00698_007.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a hole defect, irregularly circular in shape, in black color. The right side has a hole defect, irregularly circular in shape, in black color. The lower left part has a hole defect, irregularly circular in shape, in black color."
wood/hole/04076_00699_008.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a hole defect, irregularly circular in shape, in black color. The lower right part has a hole defect, irregularly circular in shape, in black color."
wood/hole/04077_00700_009.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a hole defect, irregularly spiral-shaped, in black color. The upper right part has a hole defect, irregularly spiral-shaped, in black color, with a quantity of 2."
wood/liquid/04078_00701_000.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower left part has a liquid defect, irregularly shaped, in milky white color. The lower right part has a liquid defect, irregularly shaped, in milky white color."
wood/liquid/04079_00702_001.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The middle part has a liquid defect, irregularly long-bar-shaped, in milky white color."
wood/liquid/04080_00703_002.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a liquid defect, irregularly shaped, in milky white color. The lower left part has a liquid defect, irregularly shaped, in milky white color. The upper right part has a liquid defect, irregularly shaped, in milky white color."
wood/liquid/04081_00704_003.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a liquid defect, irregularly shaped, in milky white color. The lower left part has a liquid defect, irregularly shaped, in milky white color. The lower right part has a liquid defect, irregularly shaped, in milky white color, with a quantity of 2."
wood/liquid/04082_00705_004.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a liquid defect, irregularly shaped, in milky white color. The lower left part has a liquid defect, irregularly shaped, in milky white color. The lower right part has a liquid defect, irregularly shaped, in milky white color."
wood/liquid/04083_00706_005.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper right part has a liquid defect, irregularly shaped, in milky white color, with a quantity of 2. The lower left part has a liquid defect, irregularly shaped, in milky white color."
wood/liquid/04084_00707_006.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower left part has a liquid defect, irregularly shaped, in milky white color."
wood/liquid/04085_00708_007.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The middle part has a liquid defect, irregularly shaped, in milky white color."
wood/liquid/04086_00709_008.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The right side has a liquid defect, irregularly long-bar-shaped, in milky white color."
wood/liquid/04087_00710_009.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The middle part has a liquid defect, irregularly shaped, in milky white color. The left side has a liquid defect, irregularly shaped, in milky white color, with a quantity of 2."
wood/scratch/04088_00711_000.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The left side has a large area defect composed of many scratches, long-bar-shaped, in yellow color. The upper left part has a scratch defect, stripe-shaped, in yellow color. The lower right part has a defect composed of many scratches, irregularly shaped, in yellow color."
wood/scratch/04089_00712_001.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The right side has a scratch defect, long-bar-shaped, in yellow color."
wood/scratch/04090_00713_002.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The middle to left side part has multiple scratch defects, irregularly long-bar-shaped, in black-yellow color."
wood/scratch/04091_00714_003.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a scratch defect, stripe-shaped, in yellow-brown color. The upper right part has a scratch defect, stripe-shaped, in yellow-brown color."
wood/scratch/04092_00715_004.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper right part has a scratch defect, long-bar-shaped, in yellow-brown color. The lower left part has a scratch defect, long-bar-shaped, in yellow-brown color."
wood/scratch/04093_00716_005.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The left side part has a scratch defect, irregularly long-bar-shaped, in yellow-brown color."
wood/scratch/04094_00717_006.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a scratch defect, long-bar-shaped, in yellow-brown color, with a quantity of 4. The lower left part has a scratch defect, long-bar-shaped, in yellow-brown color, with a quantity of 2. The upper half has a scratch defect, long-bar-shaped, in yellow-brown color. The lower half has a scratch defect, long-bar-shaped, in yellow-brown color. The upper right part has a scratch defect, long-bar-shaped, in yellow-brown color, with a quantity of 2."
wood/scratch/04095_00718_007.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower left part has a scratch defect, long-bar-shaped, in yellow-brown color. The upper half has a large area defect composed of many scratches, irregularly shaped, in yellow color."
wood/scratch/04096_00719_008.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower left part has a scratch defect, long-bar-shaped, in yellow-brown color, with a quantity of 3."
wood/scratch/04097_00720_009.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower left part has a scratch defect, long-bar-shaped, in yellow-brown color, with a quantity of 2. The left side has a scratch defect, stripe-shaped, in yellow-brown color. The lower right part has a scratch defect, long-bar-shaped, in yellow-brown color."
wood/scratch/04098_00721_010.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper half has a scratch defect, long-bar-shaped, in yellow-brown color. The lower left part has a scratch defect, long-bar-shaped, in yellow-brown color, with a quantity of 3."
wood/scratch/04099_00722_011.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The left side has a large area defect composed of scratches, irregularly shaped, in yellow-brown color. The right side has a large area defect composed of scratches, irregularly shaped, in black-yellow color."
wood/scratch/04100_00723_012.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a large area defect of scratches, stripe-shaped, in yellow color. The lower right part has a large area defect of scratches, stripe-shaped, in yellow color."
wood/scratch/04101_00724_013.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a scratch defect, long-bar-shaped, in yellow-brown color. The lower half has a scratch defect, long-bar-shaped, in yellow-brown color. The upper right part has a scratch defect, long-bar-shaped, in yellow-brown color."
wood/scratch/04102_00725_014.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The middle-left part has a scratch defect, irregularly shaped, in yellow color. The lower right part has a scratch defect, irregularly stripe-shaped, in yellow color."
wood/scratch/04103_00726_015.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower left part has a scratch defect, stripe-shaped, in yellow-brown color. The upper left part has a scratch defect, long-bar-shaped, in yellow-brown color. The lower right part has a scratch defect, stripe-shaped, in yellow-brown color. The upper right part has a scratch defect, long-bar-shaped, in yellow-brown color, with a quantity of 3."
wood/scratch/04104_00727_016.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper right part has a scratch defect, long-bar-shaped, in yellow color, with a quantity of 2. The lower right part has a scratch defect, long-bar-shaped, in yellow color, with a quantity of 4."
wood/scratch/04105_00728_017.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The lower left part has a large area defect composed of many scratches, irregularly shaped, in yellow color. The upper left part has a large area defect composed of many scratches, irregularly shaped, in yellow color. The lower right part has a large area defect composed of many scratches, irregularly shaped, in yellow color."
wood/scratch/04106_00729_018.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a scratch defect, irregularly shaped, in yellow-brown color, with a quantity of 12. The upper right part has a scratch defect, irregularly shaped, in yellow-brown color, with a quantity of 3."
wood/scratch/04107_00730_019.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper right part has a scratch defect, long-bar-shaped, in yellow-brown color."
wood/scratch/04108_00731_020.png,In the image is a brownish-yellow wooden board with wood grain on top.,"The upper left part has a scratch defect, long-bar-shaped, in yellow-brown color. The lower left part has a large area defect composed of many scratches, irregularly shaped, in yellow color. The lower right part has a scratch defect, stripe-shaped, in yellow color, with a quantity of 3."
zipper/broken_teeth/000.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper half of the chain has a tooth damage defect, irregularly shaped, in black-grey color. The lower half of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/001.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a tooth damage defect, irregularly shaped, in black-grey color. The upper half of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/002.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper half of the chain has a tooth damage defect, irregularly shaped, in black-grey color. The lower half of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/003.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The middle part of the chain has a tooth damage defect, irregularly shaped, in black-grey color. The lower half of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/004.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper half of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/005.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/006.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The middle part of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/007.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper half of the chain has a tooth damage defect, irregularly shaped, in black-grey color. The lower half of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/008.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper half of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/009.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/010.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The middle part of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/011.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/012.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The middle part of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/013.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper half of the chain has a tooth damage defect, irregularly shaped, in black-grey color. The upper left part has a defect of internal cracking, irregularly circular in shape, in black color."
zipper/broken_teeth/014.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The middle part of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/015.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/016.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper half of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/broken_teeth/017.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper half of the chain has a tooth damage defect, irregularly shaped, in black-grey color. The upper left part has a defect of internal cracking, irregularly shaped, in black color."
zipper/broken_teeth/018.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a tooth damage defect, irregularly shaped, in black-grey color."
zipper/combined/000.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a defect of loose teeth, irregularly shaped, in black-grey color. The upper half of the chain has a defect of loose teeth, irregularly shaped, in black-grey color."
zipper/combined/001.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a defect of loose teeth, irregularly shaped, in black-grey color. The upper half of the chain has a defect of loose teeth, irregularly shaped, in black-grey color."
zipper/combined/002.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a defect of loose teeth, irregularly shaped, in black-grey color. The upper half of the chain has a defect of overly tight teeth, irregularly shaped, in black-grey color."
zipper/combined/003.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower right part has a defect of edge cracking, irregularly shaped. The lower left part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/combined/004.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper right part has a defect of edge cracking, irregularly shaped. The upper left part has a defect of internal cracking, irregularly shaped, in black-grey color. The lower half of the chain has a defect of overly tight teeth, irregularly shaped, in black-grey color."
zipper/combined/005.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper half of the chain has a defect of loose teeth, irregularly shaped, in black-grey color. The lower half of the chain has a defect of overly tight teeth, irregularly shaped, in black-grey color."
zipper/combined/006.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a defect of tooth damage, irregularly shaped, in black-grey color. The left side part has a defect of edge cracking, irregularly shaped."
zipper/combined/007.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper half of the chain has a defect of overly tight teeth, irregularly shaped, in black-grey color. The upper right part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/combined/008.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a defect of tooth damage, irregularly shaped, in black-grey color. The upper left part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/combined/009.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper half of the chain has a defect of tooth damage, irregularly shaped, in black-grey color. The upper right part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/combined/010.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The middle part of the chain has a defect of tooth damage, irregularly shaped, in black-grey color. The lower right part has a defect of edge cracking, irregularly shaped."
zipper/combined/011.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper right part has a defect of edge cracking, irregularly shaped, with a quantity of 2. The upper right part has a defect of internal cracking, irregularly shaped, in black-grey color. The upper left part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/combined/012.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a defect of overly tight teeth, irregularly shaped, in black-grey color. The lower right part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/combined/013.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper half of the chain has a defect of overly tight teeth, irregularly shaped, in black-grey color. The upper right part has a defect of edge cracking, irregularly shaped."
zipper/combined/014.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The left side part has a defect of internal cracking, irregularly shaped, in black-grey color. The lower half of the chain has a defect of loose teeth, irregularly shaped, in black-grey color."
zipper/combined/015.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower half of the chain has a defect of loose teeth, irregularly shaped, in black-grey color. The lower left part has a defect of internal cracking, irregularly shaped, in black-grey color. The lower left part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/000.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower left part has a defect of edge cracking, irregularly shaped. The upper right part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/001.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper left part has a defect of edge cracking, irregularly shaped. The lower right part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/002.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper left part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/003.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower left part has a defect of edge cracking, irregularly shaped, with a quantity of 2."
zipper/fabric_border/004.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper left part has a defect of edge cracking, irregularly shaped. The lower right part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/005.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper right part has a defect of edge cracking, irregularly shaped. The lower left part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/006.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower right part has a defect of edge cracking, irregularly shaped. The upper left part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/007.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower left part has a defect of edge cracking, irregularly shaped. The lower right part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/008.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper right part has a defect of edge cracking, irregularly shaped. The right side part has a defect of edge cracking, irregularly shaped, with a quantity of 2."
zipper/fabric_border/009.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The left side part has a defect of edge cracking, irregularly shaped. The lower left part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/010.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper left part has a defect of edge cracking, irregularly shaped. The lower right part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/011.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper right part has a defect of edge cracking, irregularly shaped. The lower left part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/012.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper right part has a defect of edge cracking, irregularly shaped. The lower left part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/013.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper left part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/014.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower left part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/015.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper right part has a defect of edge cracking, irregularly shaped. The left side part has a defect of edge cracking, irregularly shaped."
zipper/fabric_border/016.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The left side part has a defect of edge cracking, irregularly shaped. The upper right part has a defect of edge cracking, irregularly shaped. The lower right part has a defect of edge cracking, irregularly shaped."
zipper/fabric_interior/000.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower left part has a defect of internal cracking, irregularly shaped, in black-grey color. The upper right part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/fabric_interior/001.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower left part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/fabric_interior/002.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper right part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/fabric_interior/003.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The upper right part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/fabric_interior/004.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower left part has a defect of internal cracking, irregularly shaped, in black-grey color."
zipper/fabric_interior/005.png,"In the center of the image is a black zipper with black fabric on both sides, against a white background.","The lower right part has a defect of internal cracking, irregularly shaped, in black-grey color. The lower right part also has a defect of edge cracking, irregularly shaped."
